date,t,time_label,price,load_kw,pv_kw,pvfc_kw,q_kwh,charge_kwh,discharge_kwh,E_kwh,kappa_plan_kwh,emergency_kwh,kappa_act_kwh,surplus_kwh,y_binary
2025-03-09,1,0:00-0:10,0.4248,3292.478,0,0,1382.079667,833.3333333,0,6750,0,0,0,0,1
2025-03-09,2,0:10-0:20,0.4245,3237.4148,0,0,1372.902467,833.3333333,0,7500,0,0,0,0,1
2025-03-09,3,0:20-0:30,0.4269,3324.66,0,0,1387.443333,833.3333333,0,8250,0,0,0,0,1
2025-03-09,4,0:30-0:40,0.4272,3426.8838,0,0,1404.480633,833.3333333,0,9000,0,0,0,0,1
2025-03-09,5,0:40-0:50,0.4271,3502.0365,0,0,1417.006083,833.3333333,0,9750,0,0,0,0,1
2025-03-09,6,0:50-1:00,0.4285,3507.56,0,0,584.5933333,0,0,9750,0,0,0,0,0
2025-03-09,7,1:00-1:10,0.4311,3431.1038,0,0,571.8506333,0,0,9750,0,0,0,0,0
2025-03-09,8,1:10-1:20,0.4302,3473.6567,0,0,578.9427833,0,0,9750,0,0,0,0,0
2025-03-09,9,1:20-1:30,0.4279,3594.86,0,0,932.4766667,333.3333333,0,10050,0,0,0,0,1
2025-03-09,10,1:30-1:40,0.4312,3557.4107,0,0,592.9017833,0,0,10050,0,0,0,0,0
2025-03-09,11,1:40-1:50,0.4333,3509.7799,0,0,584.9633167,0,0,10050,0,0,0,0,0
2025-03-09,12,1:50-2:00,0.4311,3555.92,0,0,592.6533333,0,0,10050,0,0,0,0,0
2025-03-09,13,2:00-2:10,0.4293,3641.1552,0,0,606.8592,0,0,10050,0,0,0,0,0
2025-03-09,14,2:10-2:20,0.4324,3655.9636,0,0,609.3272667,0,0,10050,0,0,0,0,0
2025-03-09,15,2:20-2:30,0.4367,3543.51,0,0,590.585,0,0,10050,0,0,0,0,0
2025-03-09,16,2:30-2:40,0.4348,3372.1843,0,0,562.0307167,0,0,10050,0,0,0,0,0
2025-03-09,17,2:40-2:50,0.4335,3433.173,0,0,572.1955,0,0,10050,0,0,0,0,0
2025-03-09,18,2:50-3:00,0.4357,3643.78,0,0,607.2966667,0,0,10050,0,0,0,0,0
2025-03-09,19,3:00-3:10,0.4374,3645.447,0,0,607.5745,0,0,10050,0,0,0,0,0
2025-03-09,20,3:10-3:20,0.4371,3675.5099,0,0,612.5849833,0,0,10050,0,0,0,0,0
2025-03-09,21,3:20-3:30,0.4356,3757.93,0,0,626.3216667,0,0,10050,0,0,0,0,0
2025-03-09,22,3:30-3:40,0.4353,3675.0871,0,0,612.5145167,0,0,10050,0,0,0,0,0
2025-03-09,23,3:40-3:50,0.436,3692.4117,0,0,615.40195,0,0,10050,0,0,0,0,0
2025-03-09,24,3:50-4:00,0.4378,3770.94,0,0,628.49,0,0,10050,0,0,0,0,0
2025-03-09,25,4:00-4:10,0.4401,3595.1498,0,0,599.1916333,0,0,10050,0,0,0,0,0
2025-03-09,26,4:10-4:20,0.4389,3448.5806,0,0,574.7634333,0,0,10050,0,0,0,0,0
2025-03-09,27,4:20-4:30,0.4364,3508.42,0,0,584.7366667,0,0,10050,0,0,0,0,0
2025-03-09,28,4:30-4:40,0.4393,3677.9907,0,0,612.99845,0,0,10050,0,0,0,0,0
2025-03-09,29,4:40-4:50,0.4422,3811.0944,0.0135,0,635.1824,0,0,10050,0,0,0.00225,0.00225,0
2025-03-09,30,4:50-5:00,0.4395,3811.25,0,0,635.2083333,0,0,10050,0,0,0,0,0
2025-03-09,31,5:00-5:10,0.4333,3687.7667,0,0,614.6277833,0,0,10050,0,0,0,0,0
2025-03-09,32,5:10-5:20,0.4439,3624.1582,0.1885,0,604.0263667,0,0,10050,0,0,0.03141666667,0.03141666667,0
2025-03-09,33,5:20-5:30,0.4301,3573.05,0,0,595.5083333,0,0,10050,0,0,0,0,0
2025-03-09,34,5:30-5:40,0.3713,3430.9788,0,0,1405.163133,833.3333333,0,10800,0,0,0,0,1
2025-03-09,35,5:40-5:50,0.5708,3910.5016,2.6248,0,651.7502667,-0,0,10800,0,0,0.4374666667,0.4374666667,0
2025-03-09,36,5:50-6:00,0.9099,4684.99,0,0,0,0,780.8316667,9932.409259,0,0,0,0,0
2025-03-09,37,6:00-6:10,0.9368,4662.5182,0,1226.9988,0,0,572.5865667,9296.201963,0,204.4998,0,-204.4998,0
2025-03-09,38,6:10-6:20,0.8758,4630.9571,124.7584,1226.9988,0,0,567.3263833,8665.839315,0,183.7067333,0,-183.7067333,0
2025-03-09,39,6:20-6:30,0.8759,4865.16,401.1,1226.9988,0,0,606.3602,7992.105759,0,137.6498,0,-137.6498,0
2025-03-09,40,6:30-6:40,0.8601,4833.475,704.2879,1226.9988,0,0,601.0793667,7324.239796,0,87.11848333,0,-87.11848333,0
2025-03-09,41,6:40-6:50,0.8442,4754.4125,979.3718,1226.9988,0,0,587.9022833,6671.015037,0,41.27116667,0,-41.27116667,0
2025-03-09,42,6:50-7:00,0.8334,4806.9,1220.7375,1226.9988,0,0,596.6502,6008.07037,0,1.04355,0,-1.04355,0
2025-03-09,43,7:00-7:10,0.8092,4914.4509,1476.4242,3384.108,0,0,255.05715,5724.673537,0,317.9473,0,-317.9473,0
2025-03-09,44,7:10-7:20,0.7972,4933.8299,1873.4215,3384.108,0,0,258.2869833,5437.688,0,251.7810833,0,-251.7810833,0
2025-03-09,45,7:20-7:30,0.7644,4767.01,2312.7,3384.108,188.6500503,0,41.83361633,5391.206204,0,178.568,0,-178.568,0
2025-03-09,46,7:30-7:40,0.6899,4609.2445,2558.77,3384.108,204.1894167,0,0,5391.206204,0,137.5563333,0,-137.5563333,0
2025-03-09,47,7:40-7:50,0.86,5509.2756,2801.7166,3384.108,0,0,354.1946,4997.656649,0,97.06523333,0,-97.06523333,0
2025-03-09,48,7:50-8:00,1.1617,6851.4,3107.775,3384.108,0,0,577.882,4355.565537,0,46.0555,0,-46.0555,0
2025-03-09,49,8:00-8:10,1.1683,6856.1255,3351.1267,5212.555,0,0,273.9284167,4051.20063,0,310.23805,0,-310.23805,0
2025-03-09,50,8:10-8:20,1.0956,6549.9284,3572.2334,5212.555,0,0,222.8955667,3803.538889,0,273.3869333,0,-273.3869333,0
2025-03-09,51,8:20-8:30,1.0849,6599.75,3917.85,5212.555,0,0,231.1991667,3546.650926,0,215.7841667,0,-215.7841667,0
2025-03-09,52,8:30-8:40,1.061,6633.8963,4471.648,5212.555,0,0,236.8902167,3283.439574,0,123.4845,0,-123.4845,0
2025-03-09,53,8:40-8:50,1.043,6467.2442,4837.8638,5212.555,0,0,209.1148667,3051.089723,0,62.44853333,0,-62.44853333,0
2025-03-09,54,8:50-9:00,1.036,6302.88,4990.4625,5212.555,0,0,181.7208333,2849.177686,0,37.01541667,0,-37.01541667,0
2025-03-09,55,9:00-9:10,1.0147,6481.1651,5270.7964,5891.276,0,0,98.31485,2739.938963,0,103.4132667,0,-103.4132667,0
2025-03-09,56,9:10-9:20,0.9922,6592.5263,5535.8658,5891.276,0,0,116.87505,2610.077797,0,59.23503333,0,-59.23503333,0
2025-03-09,57,9:20-9:30,0.97,6484.09,5679.525,5891.276,0,0,98.80233333,2500.297426,0,35.29183333,0,-35.29183333,0
2025-03-09,58,9:30-9:40,0.9422,6418.4605,5771.4069,5891.276,0,0,87.86408333,2402.670667,0,19.97818333,0,-19.97818333,0
2025-03-09,59,9:40-9:50,0.9569,6518.5099,5927.0092,5891.276,0,0,104.5389833,2286.516241,0,0,5.955533333,5.955533333,0
2025-03-09,60,9:50-10:00,0.9977,6630.21,6182.025,5891.276,0,0,123.1556667,2149.676611,0,0,48.45816667,48.45816667,0
2025-03-09,61,10:00-10:10,0.9919,6512.2709,6475.1344,6074.5755,0,0,72.94923333,2068.621908,0,0,66.75981667,66.75981667,0
2025-03-09,62,10:10-10:20,0.9588,6502.5103,6716.0389,6074.5755,0,0,71.32246667,1989.374723,0,0,106.9105667,106.9105667,0
2025-03-09,63,10:20-10:30,0.9549,6630.42,6834.7875,6074.5755,0,0,92.64075,1886.440556,0,0,126.702,126.702,0
2025-03-09,64,10:30-10:40,0.9839,6557.3852,6834.8121,6074.5755,0,0,80.46828333,1797.031352,0,0,126.7061,126.7061,0
2025-03-09,65,10:40-10:50,0.799,6302.2947,6895.724,6074.5755,0,0,37.9532,1754.86113,0,0,136.8580833,136.8580833,0
2025-03-09,66,10:50-11:00,0.5025,6139.91,6992.55,6074.5755,844.2224167,833.3333333,0,2504.86113,0,0,152.99575,152.99575,1
2025-03-09,67,11:00-11:10,0.4662,6335.7334,6948.4343,6337.2656,833.0779667,833.3333333,0,3254.86113,0,0,101.86145,101.86145,1
2025-03-09,68,11:10-11:20,0.5007,6490.4082,6964.8395,6337.2656,858.8571,833.3333333,0,4004.86113,0,0,104.59565,104.59565,1
2025-03-09,69,11:20-11:30,0.4827,6449.13,7169.925,6337.2656,851.9774,833.3333333,0,4754.86113,0,0,138.7765667,138.7765667,1
2025-03-09,70,11:30-11:40,0.4785,6404.0703,7491.4392,6337.2656,844.46745,833.3333333,0,5504.86113,0,0,192.3622667,192.3622667,1
2025-03-09,71,11:40-11:50,0.4662,6289.6573,7744.2253,6337.2656,825.3986167,833.3333333,0,6254.86113,0,0,234.4932833,234.4932833,1
2025-03-09,72,11:50-12:00,0.4432,6074.17,7859.8875,6337.2656,789.4840667,833.3333333,0,7004.86113,0,0,253.7703167,253.7703167,1
2025-03-09,73,12:00-12:10,0.4411,5856.6378,7921.6936,6665.4958,698.5236667,833.3333333,0,7754.86113,0,0,209.3663,209.3663,1
2025-03-09,74,12:10-12:20,0.4551,5832.8273,8041.5027,6665.4958,694.55525,833.3333333,0,8504.86113,0,0,229.3344833,229.3344833,1
2025-03-09,75,12:20-12:30,0.4463,5880.63,8209.0125,6665.4958,702.5223667,833.3333333,0,9254.86113,0,0,257.2527833,257.2527833,1
2025-03-09,76,12:30-12:40,0.4113,5742.5875,8331.0196,6665.4958,679.5152833,833.3333333,0,10004.86113,0,0,277.5873,277.5873,1
2025-03-09,77,12:40-12:50,0.5682,5946.0348,8481.5271,6665.4958,713.4231667,833.3333333,0,10754.86113,0,0,302.6718833,302.6718833,1
2025-03-09,78,12:50-13:00,0.8279,6364.57,8501.7,6665.4958,0,50.1543,0,10800,0,0,306.0340333,306.0340333,1
2025-03-09,79,13:00-13:10,0.8636,6310.5052,8089.2239,4765.4019,257.5172167,0,-0,10800,0,0,553.9703333,553.9703333,0
2025-03-09,80,13:10-13:20,0.8416,6240.8995,7467.9468,4765.4019,245.9162667,0,0,10800,0,0,450.42415,450.42415,0
2025-03-09,81,13:20-13:30,0.8618,6343.28,6903.1125,4765.4019,262.9796833,0,0,10800,0,0,356.2851,356.2851,0
2025-03-09,82,13:30-13:40,0.8623,6317.1863,6516.8064,4765.4019,258.6307333,0,0,10800,0,0,291.90075,291.90075,0
2025-03-09,83,13:40-13:50,0.9026,6175.089,6236.5584,4765.4019,0,0,234.94785,10538.94683,0,0,245.19275,245.19275,0
2025-03-09,84,13:50-14:00,0.9754,6115.9,6064.35,4765.4019,0,0,225.0830167,10288.85459,0,0,216.49135,216.49135,0
2025-03-09,85,14:00-14:10,1.0002,6287.3651,6044.2402,4412.7982,0,0,312.4278167,9941.712574,0,0,271.907,271.907,0
2025-03-09,86,14:10-14:20,0.9978,6252.6751,5913.5452,4412.7982,0,0,306.64615,9600.99463,0,0,250.1245,250.1245,0
2025-03-09,87,14:20-14:30,1.0271,6067.16,5632.1625,4412.7982,0,0,275.7269667,9294.631333,0,0,203.2273833,203.2273833,0
2025-03-09,88,14:30-14:40,1.0906,6207.1757,5396.5648,4412.7982,0,0,299.0629167,8962.339204,0,0,163.9611,163.9611,0
2025-03-09,89,14:40-14:50,0.9376,6296.1654,5150.7646,4412.7982,0,0,313.8945333,8613.5675,0,0,122.9944,122.9944,0
2025-03-09,90,14:50-15:00,0.6694,6205.5,4855.9125,4412.7982,1132.116967,833.3333333,0,9363.5675,0,0,73.85238333,73.85238333,1
2025-03-09,91,15:00-15:10,0.66,6187.8907,4572.2512,3225.2918,1327.099817,833.3333333,0,10113.5675,0,0,224.4932333,224.4932333,1
2025-03-09,92,15:10-15:20,0.7217,6157.2395,4412.3946,3225.2918,1251.360728,762.7027778,0,10800,0,0,197.8504667,197.8504667,1
2025-03-09,93,15:20-15:30,0.7308,6132.39,4278.75,3225.2918,484.5163667,0,0,10800,0,0,175.5763667,175.5763667,0
2025-03-09,94,15:30-15:40,0.7534,6235.1377,3958.3816,3225.2918,501.6409833,0,0,10800,0,0,122.1816333,122.1816333,0
2025-03-09,95,15:40-15:50,0.7823,6232.1683,3654.4188,3225.2918,501.1460833,0,0,10800,0,0,71.52116667,71.52116667,0
2025-03-09,96,15:50-16:00,0.8055,6077.59,3401.55,3225.2918,475.3830333,0,0,10800,0,0,29.37636667,29.37636667,0
2025-03-09,97,16:00-16:10,0.8271,5997.2237,3040.4348,1430.0147,761.2015,0,0,10800,0,0,268.40335,268.40335,0
2025-03-09,98,16:10-16:20,0.8519,6171.8736,2726.0408,1430.0147,790.3098167,0,0,10800,0,0,216.00435,216.00435,0
2025-03-09,99,16:20-16:30,0.8791,6347.01,2486.1,1430.0147,819.4992167,0,0,10800,0,0,176.0142167,176.0142167,0
2025-03-09,100,16:30-16:40,0.9024,6102.5043,2179.2891,1430.0147,778.7482667,0,-0,10800,0,0,124.8790667,124.8790667,0
2025-03-09,101,16:40-16:50,0.9163,6009.8767,1822.3586,1430.0147,763.3103333,0,-0,10800,0,0,65.39065,65.39065,0
2025-03-09,102,16:50-17:00,0.9264,6209.79,1450.2,1430.0147,796.6292167,0,-0,10800,0,0,3.364216667,3.364216667,0
2025-03-09,103,17:00-17:10,0.9462,6254.8516,1079.7185,0,1042.475267,-0,0,10800,0,0,179.9530833,179.9530833,0
2025-03-09,104,17:10-17:20,0.9742,6089.0731,748.1546,0,1014.845517,0,0,10800,0,0,124.6924333,124.6924333,0
2025-03-09,105,17:20-17:30,0.9862,5990.31,443.325,0,998.385,0,0,10800,0,0,73.8875,73.8875,0
2025-03-09,106,17:30-17:40,0.976,6130.8855,142.9779,0,1021.81425,0,0,10800,0,0,23.82965,23.82965,0
2025-03-09,107,17:40-17:50,1.0742,5424.3901,0,0,904.0650167,0,0,10800,0,0,0,0,0
2025-03-09,108,17:50-18:00,1.2313,4226.44,0,0,704.4066667,0,0,10800,0,0,0,0,0
2025-03-09,109,18:00-18:10,1.2561,4080.7722,3.0444,0,680.1287,0,-0,10800,0,0,0.5074,0.5074,0
2025-03-09,110,18:10-18:20,1.2447,4283.1437,0,0,713.8572833,0,0,10800,0,0,0,0,0
2025-03-09,111,18:20-18:30,1.2545,4376.46,0,0,729.41,0,0,10800,0,0,0,0,0
2025-03-09,112,18:30-18:40,1.2522,4585.8707,0.2186,0,764.3117833,0,0,10800,0,0,0.03643333333,0.03643333333,0
2025-03-09,113,18:40-18:50,1.2881,4574.1724,0,0,19.62346667,0,742.7386,9974.734889,0,0,0,0,0
2025-03-09,114,18:50-19:00,1.3466,4367.99,0,0,0,0,727.9983333,9165.847852,0,0,0,0,0
2025-03-09,115,19:00-19:10,1.3523,4349.783,0.0157,0,0,0,724.9638333,8360.332481,0,0,0.002616666667,0.002616666667,0
2025-03-09,116,19:10-19:20,1.3445,4289.1098,0,0,0,0,714.8516333,7566.052889,0,0,0,0,0
2025-03-09,117,19:20-19:30,1.3483,4202.54,0,0,0,0,700.4233333,6787.804741,0,0,0,0,0
2025-03-09,118,19:30-19:40,1.349,4338.9627,0.0011,0,0,0,723.16045,5984.29313,0,0,0.0001833333333,0.0001833333333,0
2025-03-09,119,19:40-19:50,1.3473,4282.6219,0,0,0,0,713.7703167,5191.215,0,0,0,0,0
2025-03-09,120,19:50-20:00,1.3482,4120.45,0,0,0,0,686.7416667,4428.168704,0,0,0,0,0
2025-03-09,121,20:00-20:10,1.3513,4357.9332,0,0,0,0,726.3222,3621.144037,0,0,0,0,0
2025-03-09,122,20:10-20:20,1.34,4505.1937,0,0,0,0,750.8656167,2786.848907,0,0,0,0,0
2025-03-09,123,20:20-20:30,1.3489,4354.35,0,0,0,0,725.725,1980.487796,0,0,0,0,0
2025-03-09,124,20:30-20:40,1.3952,4214.6341,0,0,0,0,702.4390167,1200,0,0,0,0,0
2025-03-09,125,20:40-20:50,1.2226,4296.87,0,0,716.145,0,0,1200,0,0,0,0,0
2025-03-09,126,20:50-21:00,0.9332,4464.79,0,0,744.1316667,0,0,1200,0,0,0,0,0
2025-03-09,127,21:00-21:10,0.9068,4402.2874,0,0,733.7145667,0,0,1200,0,0,0,0,0
2025-03-09,128,21:10-21:20,0.9371,4331.7213,0,0,721.95355,0,0,1200,0,0,0,0,0
2025-03-09,129,21:20-21:30,0.9371,4420.73,0,0,736.7883333,0,0,1200,0,0,0,0,0
2025-03-09,130,21:30-21:40,0.9871,4533.5113,0,0,755.5852167,0,-0,1200,0,0,0,0,0
2025-03-09,131,21:40-21:50,0.7764,4129.5604,0,0,688.2600667,0,-0,1200,0,0,0,0,0
2025-03-09,132,21:50-22:00,0.4209,3429.12,0,0,1404.853333,833.3333333,0,1950,0,0,0,0,1
2025-03-09,133,22:00-22:10,0.3859,3232.8639,0,0,1372.143983,833.3333333,0,2700,0,0,0,0,1
2025-03-09,134,22:10-22:20,0.4368,3239.1202,0,0,539.8533667,0,0,2700,0,0,0,0,0
2025-03-09,135,22:20-22:30,0.4198,3205.81,0,0,1367.635,833.3333333,0,3450,0,0,0,0,1
2025-03-09,136,22:30-22:40,0.4186,3205.7904,0,0,1367.631733,833.3333333,0,4200,0,0,0,0,1
2025-03-09,137,22:40-22:50,0.4241,3196.4971,0,0,532.7495167,0,0,4200,0,0,0,0,0
2025-03-09,138,22:50-23:00,0.4237,3178.85,0,0,1363.141667,833.3333333,0,4950,0,0,0,0,1
2025-03-09,139,23:00-23:10,0.4248,3213.6503,0,0,535.6083833,0,0,4950,0,0,0,0,0
2025-03-09,140,23:10-23:20,0.424,3295.9887,0,0,882.6647833,333.3333333,0,5250,0,0,0,0,1
2025-03-09,141,23:20-23:30,0.422,3387.07,0,0,1397.845,833.3333333,0,6000,0,0,0,0,1
2025-03-09,142,23:30-23:40,0.424,3435.786,0,0,572.631,-0,0,6000,0,0,0,0,0
2025-03-09,143,23:40-23:50,0.4271,3412.7441,0,0,568.7906833,0,0,6000,0,0,0,0,0
2025-03-09,144,23:50-24:00,0.4276,3396.17,0,0,566.0283333,0,0,6000,0,0,0,0,0
2025-03-10,1,0:00-0:10,0.4248,3488.6651,0,0,1414.777517,833.3333333,0,6750,0,0,0,0,1
2025-03-10,2,0:10-0:20,0.4245,3494.1095,0,0,1415.684917,833.3333333,0,7500,0,0,0,0,1
2025-03-10,3,0:20-0:30,0.4269,3409.08,0,0,1401.513333,833.3333333,0,8250,0,0,0,0,1
2025-03-10,4,0:30-0:40,0.4272,3437.0062,0,0,1406.1677,833.3333333,0,9000,0,0,0,0,1
2025-03-10,5,0:40-0:50,0.4271,3536.1754,0,0,1422.6959,833.3333333,0,9750,0,0,0,0,1
2025-03-10,6,0:50-1:00,0.4285,3633.38,0,0,605.5633333,0,0,9750,0,0,0,0,0
2025-03-10,7,1:00-1:10,0.4311,3675.3519,0,0,612.55865,0,0,9750,0,0,0,0,0
2025-03-10,8,1:10-1:20,0.4302,3568.208,0,0,594.7013333,0,0,9750,0,0,0,0,0
2025-03-10,9,1:20-1:30,0.4279,3448.5,0,0,908.0833333,333.3333333,0,10050,0,0,0,0,1
2025-03-10,10,1:30-1:40,0.4312,3549.5895,0,0,591.59825,0,0,10050,0,0,0,0,0
2025-03-10,11,1:40-1:50,0.4333,3549.8052,0,0,591.6342,0,0,10050,0,0,0,0,0
2025-03-10,12,1:50-2:00,0.4311,3475.66,0,0,579.2766667,0,0,10050,0,0,0,0,0
2025-03-10,13,2:00-2:10,0.4293,3662.8074,0,0,610.4679,0,0,10050,0,0,0,0,0
2025-03-10,14,2:10-2:20,0.4324,3744.5307,0,0,624.08845,0,0,10050,0,0,0,0,0
2025-03-10,15,2:20-2:30,0.4367,3615.12,0,0,602.52,0,0,10050,0,0,0,0,0
2025-03-10,16,2:30-2:40,0.4348,3538.7083,0,0,589.7847167,0,0,10050,0,0,0,0,0
2025-03-10,17,2:40-2:50,0.4335,3492.975,0,0,582.1625,0,0,10050,0,0,0,0,0
2025-03-10,18,2:50-3:00,0.4357,3426.74,0,0,571.1233333,0,0,10050,0,0,0,0,0
2025-03-10,19,3:00-3:10,0.4374,3378.7327,0,0,563.1221167,0,0,10050,0,0,0,0,0
2025-03-10,20,3:10-3:20,0.4371,3539.6837,0,0,589.9472833,0,0,10050,0,0,0,0,0
2025-03-10,21,3:20-3:30,0.4356,3746.63,0,0,624.4383333,0,0,10050,0,0,0,0,0
2025-03-10,22,3:30-3:40,0.4353,3628.5892,0,0,604.7648667,0,0,10050,0,0,0,0,0
2025-03-10,23,3:40-3:50,0.436,3529.3374,0,0,588.2229,0,0,10050,0,0,0,0,0
2025-03-10,24,3:50-4:00,0.4378,3569.64,0,0,594.94,0,0,10050,0,0,0,0,0
2025-03-10,25,4:00-4:10,0.4401,3558.3552,0,0,593.0592,0,0,10050,0,0,0,0,0
2025-03-10,26,4:10-4:20,0.4389,3665.1567,0,0,610.85945,0,0,10050,0,0,0,0,0
2025-03-10,27,4:20-4:30,0.4364,3800.65,0,0,633.4416667,0,0,10050,0,0,0,0,0
2025-03-10,28,4:30-4:40,0.4393,3685.8786,0,0,614.3131,0,0,10050,0,0,0,0,0
2025-03-10,29,4:40-4:50,0.4422,3676.4146,0.0043,0,612.7357667,0,0,10050,0,0,0.0007166666667,0.0007166666667,0
2025-03-10,30,4:50-5:00,0.4395,3786.3,0,0,631.05,0,0,10050,0,0,0,0,0
2025-03-10,31,5:00-5:10,0.4333,3687.9331,0,0,614.6555167,0,0,10050,0,0,0,0,0
2025-03-10,32,5:10-5:20,0.4439,3680.4236,0.0601,0,613.4039333,0,0,10050,0,0,0.01001666667,0.01001666667,0
2025-03-10,33,5:20-5:30,0.4301,3703.87,0,0,617.3116667,0,0,10050,0,0,0,0,0
2025-03-10,34,5:30-5:40,0.3713,3486.3564,0,0,1414.392733,833.3333333,0,10800,0,0,0,0,1
2025-03-10,35,5:40-5:50,0.5708,3930.4804,0.837,0,655.0800667,0,0,10800,0,0,0.1395,0.1395,0
2025-03-10,36,5:50-6:00,0.9099,4819.87,0,0,0,0,803.3116667,9907.431481,0,0,0,0,0
2025-03-10,37,6:00-6:10,0.9368,4944.7959,11.3986,1219.6516,0,0,620.8573833,9217.589944,0,201.3755,0,-201.3755,0
2025-03-10,38,6:10-6:20,0.8758,4772.6031,138.4812,1219.6516,0,0,592.1585833,8559.635963,0,180.1950667,0,-180.1950667,0
2025-03-10,39,6:20-6:30,0.8759,4686.84,398.1375,1219.6516,0,0,577.8647333,7917.564037,0,136.9190167,0,-136.9190167,0
2025-03-10,40,6:30-6:40,0.8601,4622.381,703.1747,1219.6516,0,0,567.1215667,7287.428963,0,86.07948333,0,-86.07948333,0
2025-03-10,41,6:40-6:50,0.8442,4773.1595,988.489,1219.6516,0,0,592.2513167,6629.371944,0,38.5271,0,-38.5271,0
2025-03-10,42,6:50-7:00,0.8334,4929.28,1257.675,1219.6516,0,0,618.2714,5942.403722,0,0,6.337233333,6.337233333,0
2025-03-10,43,7:00-7:10,0.8092,4711.3454,1555.8589,3156.8177,0,0,259.08795,5654.528222,0,266.8264667,0,-266.8264667,0
2025-03-10,44,7:10-7:20,0.7972,4897.5876,1849.1884,3156.8177,0,0,290.1283167,5332.163426,0,217.9382167,0,-217.9382167,0
2025-03-10,45,7:20-7:30,0.7644,5160.89,2147.4,3156.8177,0,0,334.01205,4961.038926,0,168.2362833,0,-168.2362833,0
2025-03-10,46,7:30-7:40,0.6899,4557.7676,2490.6015,3156.8177,54.5690295,0,178.9226205,4762.236014,0,111.0360333,0,-111.0360333,0
2025-03-10,47,7:40-7:50,0.86,5145.4647,2790.2878,3156.8177,0,0,331.4411667,4393.968051,0,61.08831667,0,-61.08831667,0
2025-03-10,48,7:50-8:00,1.1617,6705.9,3060.675,3156.8177,0,0,591.5137167,3736.730588,0,16.02378333,0,-16.02378333,0
2025-03-10,49,8:00-8:10,1.1683,6838.7388,3401.946,5043.2742,0,0,299.2441,3404.237144,0,273.5547,0,-273.5547,0
2025-03-10,50,8:10-8:20,1.0956,6530.4228,3719.1163,5043.2742,0,0,247.8581,3128.839255,0,220.6929833,0,-220.6929833,0
2025-03-10,51,8:20-8:30,1.0849,6560.53,3941.475,5043.2742,0,0,252.8759667,2847.865959,0,183.6332,0,-183.6332,0
2025-03-10,52,8:30-8:40,1.061,6654.5564,4104.4955,5043.2742,0,0,268.5470333,2549.480366,0,156.4631167,0,-156.4631167,0
2025-03-10,53,8:40-8:50,1.043,6674.2659,4360.3976,5043.2742,0,0,271.83195,2247.444866,0,113.8127667,0,-113.8127667,0
2025-03-10,54,8:50-9:00,1.036,6634.32,4667.5125,5043.2742,0,0,265.1743,1952.806755,0,62.62695,0,-62.62695,0
2025-03-10,55,9:00-9:10,1.0147,6593.2987,4820.1317,6786.7083,0,32.23493333,0,1981.818195,0,327.7627667,0,-327.7627667,1
2025-03-10,56,9:10-9:20,0.9922,6377.4209,4850.1597,6786.7083,0,68.21456667,0,2043.211305,0,322.7581,0,-322.7581,1
2025-03-10,57,9:20-9:30,0.97,6197.51,4959.4125,6786.7083,0,98.19971667,0,2131.59105,0,304.5493,0,-304.5493,1
2025-03-10,58,9:30-9:40,0.9422,6473.7706,5341.4964,6786.7083,0,52.15628333,0,2178.531705,0,240.86865,0,-240.86865,1
2025-03-10,59,9:40-9:50,0.9569,6708.8273,5734.7764,6786.7083,0,12.98016667,0,2190.213855,0,175.3219833,0,-175.3219833,1
2025-03-10,60,9:50-10:00,0.9977,6634.46,5986.875,6786.7083,0,25.37471667,0,2213.0511,0,133.30555,0,-133.30555,1
2025-03-10,61,10:00-10:10,0.9919,6460.4147,6179.7273,6720.5811,0,43.36106667,0,2252.07606,0,90.1423,0,-90.1423,1
2025-03-10,62,10:10-10:20,0.9588,6439.6314,6428.1649,6720.5811,0,46.82495,0,2294.218515,0,48.73603333,0,-48.73603333,1
2025-03-10,63,10:20-10:30,0.9549,6490.51,6685.9875,6720.5811,0,38.34518333,0,2328.72918,0,5.7656,0,-5.7656,1
2025-03-10,64,10:30-10:40,0.9839,6344.552,6756.7303,6720.5811,0,62.67151667,0,2385.133545,0,0,6.024866667,6.024866667,1
2025-03-10,65,10:40-10:50,0.799,6328.4479,6526.5595,6720.5811,0,65.35553333,0,2443.953525,0,32.33693333,0,-32.33693333,1
2025-03-10,66,10:50-11:00,0.5025,6507.35,6280.05,6720.5811,797.7948167,833.3333333,0,3193.953525,0,73.42185,0,-73.42185,1
2025-03-10,67,11:00-11:10,0.4662,6602.3636,6444.4799,6496.5378,850.9709667,833.3333333,0,3943.953525,0,8.676316667,0,-8.676316667,1
2025-03-10,68,11:10-11:20,0.5007,6609.4028,6541.8736,6496.5378,852.1441667,833.3333333,0,4693.953525,0,0,7.555966667,7.555966667,1
2025-03-10,69,11:20-11:30,0.4827,6477.1,6491.8125,6496.5378,830.0937,833.3333333,0,5443.953525,0,0.78755,0,-0.78755,1
2025-03-10,70,11:30-11:40,0.4785,6149.9591,6664.5056,6496.5378,775.5702167,833.3333333,0,6193.953525,0,0,27.99463333,27.99463333,1
2025-03-10,71,11:40-11:50,0.4662,6017.3188,6736.8477,6496.5378,753.4635,833.3333333,0,6943.953525,0,0,40.05165,40.05165,1
2025-03-10,72,11:50-12:00,0.4432,6108.19,6573.6375,6496.5378,768.6087,833.3333333,0,7693.953525,0,0,12.84995,12.84995,1
