date,segment_index,start_period,end_period,interval,energy_kwh
2025-04-26,3,90,90,14:50-15:00,6.085466666666585
2025-04-26,4,95,96,15:40-16:00,90.4399833333332
2025-04-27,1,31,35,5:00-5:50,462.38308333333333
2025-04-27,2,37,41,6:00-6:50,703.3190666666668
2025-04-27,3,43,55,7:00-9:10,2593.875166666667
2025-04-27,4,59,72,9:40-12:00,1868.4851666666661
2025-04-27,5,84,84,13:50-14:00,7.836366666666587
2025-04-27,6,90,90,14:50-15:00,43.427599999999984
2025-04-27,7,96,96,15:50-16:00,15.329266666666626
2025-04-27,8,102,102,16:50-17:00,57.71028333333334
2025-04-27,9,107,108,17:40-18:00,44.48476666666666
2025-04-28,1,31,35,5:00-5:50,436.36081666666666
2025-04-28,2,37,66,6:00-11:00,3988.1309500000007
2025-04-28,3,102,102,16:50-17:00,19.769949999999955
2025-04-28,4,108,108,17:50-18:00,12.703333333333319
2025-04-29,1,31,35,5:00-5:50,517.1815333333333
2025-04-29,2,37,53,6:00-8:50,3009.981366666667
2025-04-29,3,55,66,9:00-11:00,1170.9867499999987
2025-04-29,4,90,90,14:50-15:00,21.244133333333288
2025-04-29,5,94,96,15:30-16:00,157.79386666666647
2025-04-29,6,101,102,16:40-17:00,76.18490000000004
2025-04-29,7,108,108,17:50-18:00,23.554700000000004
2025-04-30,1,31,52,5:00-8:40,3795.6006666666663
2025-04-30,2,54,54,8:50-9:00,0.10111666666815111
2025-04-30,3,59,80,9:40-13:20,2745.665000000001
2025-04-30,4,84,84,13:50-14:00,51.049999999999876
2025-04-30,5,89,90,14:40-15:00,95.79801666666677
2025-05-01,1,31,57,5:00-9:30,4155.500283333331
2025-05-01,2,59,71,9:40-11:50,1039.5343666666656
2025-05-01,3,90,90,14:50-15:00,11.83163333333338
2025-05-01,4,96,96,15:50-16:00,10.541866666666616
2025-05-02,1,31,35,5:00-5:50,428.75733333333335
2025-05-02,2,37,41,6:00-6:50,588.6933833333335
2025-05-02,3,43,45,7:00-7:30,146.0951833333334
2025-05-02,4,73,73,12:00-12:10,5.904783333333398
2025-05-02,5,76,84,12:30-14:00,1174.0612666666668
2025-05-03,1,31,35,5:00-5:50,451.70956666666666
2025-05-03,2,37,41,6:00-6:50,498.1042166666667
2025-05-03,3,43,44,7:00-7:20,162.68881666666667
2025-05-04,1,31,35,5:00-5:50,581.5581833333333
2025-05-04,2,37,41,6:00-6:50,746.9347000000001
2025-05-04,3,43,47,7:00-7:50,576.6167666666669
2025-05-04,4,49,52,8:00-8:40,572.2914166666662
2025-05-04,5,55,60,9:00-10:00,557.658666666667
2025-05-04,6,79,81,13:00-13:30,107.07964999999997
2025-05-05,1,31,35,5:00-5:50,444.5934833333333
2025-05-05,2,37,41,6:00-6:50,374.7612
2025-05-05,3,43,47,7:00-7:50,403.2936666666665
2025-05-05,4,49,52,8:00-8:40,579.2818166666666
2025-05-05,5,55,58,9:00-9:40,289.24774999999994
2025-05-05,6,61,72,10:00-12:00,2143.6293333333338
2025-05-05,7,77,84,12:40-14:00,695.3243500000003
2025-05-05,8,89,90,14:40-15:00,55.24083333333343
2025-05-06,1,31,59,5:00-9:50,4706.935650000002
2025-05-06,2,62,78,10:10-13:00,1700.0265000000015
2025-05-06,3,83,84,13:40-14:00,131.76888333333318
2025-05-06,4,96,96,15:50-16:00,1.530149999999897
2025-05-06,5,101,102,16:40-17:00,88.59461666666667
2025-05-06,6,108,108,17:50-18:00,1.5701833333333373
2025-05-07,1,31,35,5:00-5:50,461.2407999999999
2025-05-07,2,37,56,6:00-9:20,2946.03585
2025-05-07,3,61,84,10:00-14:00,3133.7890000000007
2025-05-07,4,90,90,14:50-15:00,20.691199999999903
2025-05-08,1,31,41,5:00-6:50,1101.3419
2025-05-08,2,43,47,7:00-7:50,851.6599000000002
2025-05-08,3,49,52,8:00-8:40,363.57724999999976
2025-05-08,4,55,59,9:00-9:50,472.87288333333356
2025-05-08,5,88,90,14:30-15:00,80.53598333333335
2025-05-08,6,95,96,15:40-16:00,44.57180000000017
2025-05-08,7,102,102,16:50-17:00,18.67500000000003
2025-05-08,8,108,108,17:50-18:00,35.31389999999999
2025-05-09,1,31,45,5:00-7:30,1463.9056333333333
2025-05-09,2,101,102,16:40-17:00,40.742583333333336
2025-05-09,3,108,108,17:50-18:00,35.92658333333334
2025-05-10,1,31,35,5:00-5:50,555.9996166666666
2025-05-10,2,37,41,6:00-6:50,567.9258333333335
2025-05-10,3,43,44,7:00-7:20,98.9646
2025-05-10,4,46,47,7:30-7:50,25.89413333333337
2025-05-10,5,82,83,13:30-13:50,22.647499999999884
2025-05-10,6,88,90,14:30-15:00,53.86608333333303
2025-05-10,7,94,96,15:30-16:00,165.87371666666695
2025-05-10,8,101,102,16:40-17:00,127.46276666666668
2025-05-10,9,108,108,17:50-18:00,0.04475000000000288
2025-05-11,1,31,47,5:00-7:50,2026.3787333333337
2025-05-11,2,49,53,8:00-8:50,786.5907000000002
2025-05-11,3,55,59,9:00-9:50,130.58313333333354
2025-05-11,4,61,62,10:00-10:20,160.32560000000012
2025-05-11,5,67,77,11:00-12:50,593.1095666666664
2025-05-11,6,84,84,13:50-14:00,20.122399999999892
2025-05-11,7,95,96,15:40-16:00,86.71126666666669
2025-05-11,8,102,102,16:50-17:00,42.03749999999998
2025-05-11,9,108,108,17:50-18:00,26.56518333333334
2025-05-12,1,31,35,5:00-5:50,532.8575
2025-05-12,2,37,41,6:00-6:50,837.6466499999999
2025-05-12,3,43,47,7:00-7:50,892.8357711934187
2025-05-12,4,49,84,8:00-14:00,3965.7516833333325
2025-05-12,5,89,90,14:40-15:00,200.04481666666652
2025-05-12,6,95,96,15:40-16:00,130.8480000000001
2025-05-12,7,100,102,16:30-17:00,167.48580000000007
2025-05-12,8,108,108,17:50-18:00,29.236649999999976
2025-05-13,1,31,41,5:00-6:50,1028.4405333333332
2025-05-13,2,43,46,7:00-7:40,374.75599999999986
2025-05-13,3,49,50,8:00-8:20,69.4381999999999
2025-05-13,4,71,74,11:40-12:20,164.17124999999987
2025-05-13,5,76,78,12:30-13:00,91.9133166666667
2025-05-13,6,87,90,14:20-15:00,198.13684999999987
2025-05-13,7,95,96,15:40-16:00,111.85831666666672
2025-05-13,8,102,102,16:50-17:00,35.34375
2025-05-13,9,108,108,17:50-18:00,20.1875
2025-05-14,1,31,35,5:00-5:50,416.0700166666666
2025-05-14,2,37,41,6:00-6:50,619.7583000000001
2025-05-14,3,43,72,7:00-12:00,4572.517433333333
2025-05-15,1,31,35,5:00-5:50,551.2701666666666
2025-05-15,2,37,72,6:00-12:00,5690.364866666669
2025-05-15,3,75,78,12:20-13:00,314.15376666666646
2025-05-16,1,31,43,5:00-7:10,1233.7560956790117
2025-05-16,2,81,81,13:20-13:30,9.679816666666738
2025-05-16,3,84,84,13:50-14:00,21.779816666666797
2025-05-17,1,31,42,5:00-7:00,1154.4351166666668
2025-05-17,2,102,102,16:50-17:00,36.708116666666605
2025-05-17,3,108,108,17:50-18:00,17.962733333333325
2025-05-18,1,31,41,5:00-6:50,1219.5235166666666
2025-05-18,2,43,46,7:00-7:40,229.5223666666665
2025-05-18,3,49,53,8:00-8:50,694.5563833333329
2025-05-18,4,55,57,9:00-9:30,216.79219999999984
2025-05-18,5,96,96,15:50-16:00,5.359650000000025
2025-05-18,6,108,108,17:50-18:00,2.2192333333333445
2025-05-19,1,31,52,5:00-8:40,2745.7657999999997
2025-05-19,2,63,64,10:20-10:40,57.25858333333341
2025-05-19,3,84,84,13:50-14:00,23.136383333333317
2025-05-19,4,96,96,15:50-16:00,70.52500000000009
2025-05-19,5,102,102,16:50-17:00,19.70625000000003
2025-05-19,6,108,108,17:50-18:00,1.4373166666666368
2025-05-20,1,31,35,5:00-5:50,547.7669166666667
2025-05-20,2,37,41,6:00-6:50,693.4755333333334
2025-05-20,3,43,47,7:00-7:50,978.4930999999998
2025-05-20,4,49,53,8:00-8:50,684.6467166666667
2025-05-20,5,55,56,9:00-9:20,88.11130000000001
2025-05-20,6,61,86,10:00-14:20,2924.2295833333337
2025-05-20,7,88,90,14:30-15:00,302.0615000000001
2025-05-20,8,94,96,15:30-16:00,177.6946666666669
2025-05-20,9,102,102,16:50-17:00,12.056250000000015
2025-05-21,1,31,35,5:00-5:50,600.6975833333332
2025-05-21,2,37,55,6:00-9:10,2692.3052316872427
2025-05-21,3,58,78,9:30-13:00,2863.5039666666667
2025-05-21,4,88,90,14:30-15:00,319.5931499999998
2025-05-21,5,93,96,15:20-16:00,294.10838333333334
2025-05-21,6,102,102,16:50-17:00,21.32888333333335
2025-05-21,7,108,108,17:50-18:00,5.536033333333345
2025-05-22,1,31,35,5:00-5:50,581.2922333333332
2025-05-22,2,37,40,6:00-6:40,408.5549833333333
2025-05-22,3,43,47,7:00-7:50,535.93795
2025-05-22,4,49,52,8:00-8:40,301.3808833333331
2025-05-22,5,62,78,10:10-13:00,3145.638216666665
2025-05-22,6,83,84,13:40-14:00,138.24974999999995
2025-05-22,7,88,90,14:30-15:00,169.42874999999987
2025-05-22,8,96,96,15:50-16:00,0.2965666666667251
2025-05-23,1,31,35,5:00-5:50,580.1247666666666
2025-05-23,2,37,41,6:00-6:50,644.2263499999999
2025-05-23,3,79,80,13:00-13:20,162.98806666666678
2025-05-23,4,83,84,13:40-14:00,95.01945000000008
2025-05-23,5,94,96,15:30-16:00,251.17286666666678
2025-05-23,6,101,102,16:40-17:00,60.136799999999994
2025-05-23,7,108,108,17:50-18:00,0.7000000000000075
2025-05-24,1,31,41,5:00-6:50,1160.4892166666662
2025-05-24,2,77,78,12:40-13:00,156.76311666666675
2025-05-24,3,81,81,13:20-13:30,9.50625000000006
2025-05-24,4,84,84,13:50-14:00,10.918749999999969
2025-05-24,5,88,90,14:30-15:00,295.14643333333333
2025-05-25,1,31,35,5:00-5:50,570.2667333333333
2025-05-25,2,37,41,6:00-6:50,557.2522333333333
2025-05-25,3,43,47,7:00-7:50,903.1218499999999
2025-05-25,4,49,53,8:00-8:50,286.96574999999984
2025-05-25,5,55,58,9:00-9:40,314.1459000000001
2025-05-25,6,95,96,15:40-16:00,109.04058333333342
2025-05-25,7,102,102,16:50-17:00,17.75
2025-05-25,8,108,108,17:50-18:00,10.275000000000015
2025-05-26,1,31,84,5:00-14:00,9443.651433333333
2025-05-26,2,89,90,14:40-15:00,130.91405
2025-05-26,3,96,96,15:50-16:00,25.135583333333365
2025-05-27,1,31,41,5:00-6:50,1435.4731666666667
2025-05-27,2,43,53,7:00-8:50,2306.2598966666696
2025-05-27,3,60,72,9:50-12:00,2332.138366666665
2025-05-27,4,77,78,12:40-13:00,142.1815999999999
2025-05-27,5,84,84,13:50-14:00,6.338433333333342
2025-05-27,6,88,90,14:30-15:00,170.7359166666668
2025-05-27,7,96,96,15:50-16:00,9.007300000000061
2025-05-27,8,102,102,16:50-17:00,28.287499999999984
2025-05-27,9,108,108,17:50-18:00,2.056250000000015
2025-05-28,1,31,35,5:00-5:50,478.31143333333324
2025-05-28,2,37,41,6:00-6:50,490.27479999999997
2025-05-28,3,43,45,7:00-7:30,350.34795
2025-05-28,4,49,53,8:00-8:50,487.66999999999985
2025-05-28,5,55,55,9:00-9:10,24.83151666666678
2025-05-28,6,61,63,10:00-10:30,154.80759999999995
2025-05-28,7,66,68,10:50-11:20,100.14395000000013
2025-05-28,8,71,71,11:40-11:50,6.400300000000091
2025-05-28,9,73,78,12:00-13:00,923.4006999999993
2025-05-28,10,84,84,13:50-14:00,29.13125000000006
2025-05-28,11,90,90,14:50-15:00,39.63124999999991
2025-05-28,12,95,96,15:40-16:00,49.80081666666668
2025-05-28,13,101,102,16:40-17:00,74.7941
2025-05-29,1,31,47,5:00-7:50,2006.663816666667
2025-05-29,2,49,52,8:00-8:40,641.9054666666667
2025-05-29,3,55,57,9:00-9:30,180.63269999999994
2025-05-29,4,67,78,11:00-13:00,1373.8784833333325
2025-05-29,5,82,84,13:30-14:00,250.93123333333335
2025-05-29,6,86,90,14:10-15:00,225.40921666666645
2025-05-29,7,95,96,15:40-16:00,70.76726666666673
2025-05-29,8,102,102,16:50-17:00,3.933733333333369
2025-05-30,1,31,43,5:00-7:10,1437.0976611111123
2025-05-30,2,95,96,15:40-16:00,17.340983333333345
2025-05-30,3,101,102,16:40-17:00,50.6419333333334
2025-05-30,4,108,108,17:50-18:00,3.1668333333333294
2025-05-31,1,31,35,5:00-5:50,499.56441666666666
2025-05-31,2,37,40,6:00-6:40,220.33463333333322
2025-05-31,3,43,44,7:00-7:20,59.4157166666667
2025-05-31,4,69,72,11:20-12:00,215.08628333354446
2025-06-01,1,31,60,5:00-10:00,3409.9453333333327
2025-06-01,2,67,67,11:00-11:10,0.9648999999999432
2025-06-02,1,31,35,5:00-5:50,459.2516833333333
2025-06-02,2,37,41,6:00-6:50,521.5586166666666
2025-06-02,3,43,47,7:00-7:50,272.21144999999996
2025-06-02,4,49,52,8:00-8:40,320.31596666666655
2025-06-02,5,55,57,9:00-9:30,338.51586666666657
2025-06-03,1,31,35,5:00-5:50,396.93061666666665
2025-06-03,2,37,40,6:00-6:40,258.4436999999999
2025-06-03,3,43,45,7:00-7:30,180.9027166666668
2025-06-03,4,49,52,8:00-8:40,406.4919999999999
2025-06-03,5,55,59,9:00-9:50,99.02148333333298
2025-06-03,6,61,62,10:00-10:20,188.55823333333348
2025-06-03,7,65,70,10:40-11:40,220.47673333333339
2025-06-03,8,75,76,12:20-12:40,104.65741666666675
2025-06-03,9,88,90,14:30-15:00,48.583700000000285
2025-06-03,10,95,96,15:40-16:00,48.26616666666662
2025-06-03,11,102,102,16:50-17:00,11.364750000000033
2025-06-03,12,108,108,17:50-18:00,22.334399999999995
2025-06-04,1,31,35,5:00-5:50,520.9619666666667
2025-06-04,2,37,39,6:00-6:30,241.10625000000005
2025-06-04,3,43,46,7:00-7:40,258.41476666666654
2025-06-04,4,49,50,8:00-8:20,87.81314999999978
2025-06-05,1,31,35,5:00-5:50,472.50634999999994
2025-06-05,2,37,53,6:00-8:50,1348.310233333333
2025-06-05,3,55,66,9:00-11:00,661.8489833333334
2025-06-05,4,73,78,12:00-13:00,309.080483333333
2025-06-05,5,82,84,13:30-14:00,161.10883333333337
2025-06-05,6,89,96,14:40-16:00,619.1219666666669
2025-06-05,7,101,102,16:40-17:00,101.90526666666672
2025-06-05,8,108,108,17:50-18:00,19.618750000000013
2025-06-06,1,31,46,5:00-7:40,1364.2702666666664
2025-06-06,2,61,65,10:00-10:50,218.39183333333312
2025-06-06,3,67,67,11:00-11:10,14.41363333333326
2025-06-06,4,70,72,11:30-12:00,102.6553666666664
2025-06-06,5,75,78,12:20-13:00,248.11763333333343
2025-06-06,6,83,84,13:40-14:00,62.46404999999989
2025-06-06,7,88,90,14:30-15:00,49.55233333333323
2025-06-07,1,31,35,5:00-5:50,426.7954999999999
2025-06-07,2,37,41,6:00-6:50,500.15876666666657
2025-06-07,3,43,45,7:00-7:30,174.02703333333335
2025-06-07,4,49,51,8:00-8:30,71.70808333333343
2025-06-07,5,61,62,10:00-10:20,40.0042333333334
2025-06-07,6,101,102,16:40-17:00,52.3427
2025-06-07,7,108,108,17:50-18:00,11.287949999999984
2025-06-08,1,31,35,5:00-5:50,484.72285000000005
2025-06-08,2,37,41,6:00-6:50,366.72798333333327
2025-06-08,3,43,47,7:00-7:50,763.3645166666665
2025-06-08,4,49,50,8:00-8:20,173.60456666666641
2025-06-08,5,73,78,12:00-13:00,483.33501666666706
2025-06-08,6,80,90,13:10-15:00,1029.9061833333328
2025-06-08,7,95,96,15:40-16:00,89.78848333333326
2025-06-09,1,31,41,5:00-6:50,963.8454666666664
2025-06-09,2,43,45,7:00-7:30,170.99841666666663
2025-06-09,3,49,53,8:00-8:50,677.0132166666665
2025-06-09,4,55,56,9:00-9:20,78.80613333333318
2025-06-09,5,81,81,13:20-13:30,6.9227666666665755
2025-06-10,1,31,62,5:00-10:20,3648.606366666666
2025-06-10,2,68,78,11:10-13:00,802.5500833333338
2025-06-10,3,83,84,13:40-14:00,92.54488333333332
2025-06-10,4,90,90,14:50-15:00,25.480150000000016
2025-06-10,5,95,96,15:40-16:00,55.124866666666776
2025-06-10,6,102,102,16:50-17:00,6.2821333333333005
2025-06-10,7,108,108,17:50-18:00,14.452866666666655
2025-06-11,1,31,35,5:00-5:50,380.6584166666666
2025-06-11,2,37,72,6:00-12:00,5573.561549999999
2025-06-11,3,78,78,12:50-13:00,7.707166666666732
2025-06-12,1,25,27,4:00-4:30,0.26893333333333336
2025-06-12,2,29,35,4:40-5:50,457.19868333333335
2025-06-12,3,37,41,6:00-6:50,491.30241666666683
2025-06-12,4,43,47,7:00-7:50,465.9333666666666
2025-06-12,5,49,52,8:00-8:40,397.37594999999965
2025-06-12,6,55,57,9:00-9:30,223.29436666666666
2025-06-12,7,61,66,10:00-11:00,420.0000166666664
2025-06-12,8,69,72,11:20-12:00,155.7186833333332
2025-06-12,9,77,78,12:40-13:00,35.76326666666667
2025-06-12,10,82,84,13:30-14:00,123.43050000000008
2025-06-12,11,88,90,14:30-15:00,147.51431666666667
2025-06-13,1,25,27,4:00-4:30,0.8685333333333333
2025-06-13,2,29,46,4:40-7:40,1340.8854666666668
2025-06-13,3,49,49,8:00-8:10,13.859816666666632
2025-06-13,4,64,78,10:30-13:00,1109.5765666666919
2025-06-13,5,108,108,17:50-18:00,11.504933333333344
2025-06-13,6,114,114,18:50-19:00,0.09953333333333332
2025-06-14,1,25,27,4:00-4:30,1.694433333333333
2025-06-14,2,29,45,4:40-7:30,1367.245666666667
2025-06-14,3,53,53,8:40-8:50,87.41253333333374
2025-06-14,4,55,55,9:00-9:10,5.524116666666638
2025-06-14,5,57,57,9:20-9:30,22.732599999998442
2025-06-14,6,73,74,12:00-12:20,96.82924999999992
2025-06-15,1,25,35,4:00-5:50,502.1335666666667
2025-06-15,2,37,41,6:00-6:50,534.6564166666665
2025-06-15,3,43,78,7:00-13:00,6176.386266666668
2025-06-15,4,80,84,13:10-14:00,226.9488833333336
2025-06-15,5,102,102,16:50-17:00,4.460349999999986
2025-06-16,1,25,29,4:00-4:50,3.2132166666666664
2025-06-16,2,31,35,5:00-5:50,395.8750166666666
2025-06-16,3,37,66,6:00-11:00,5158.1556666666675
2025-06-16,4,70,72,11:30-12:00,123.32093333333326
2025-06-16,5,76,77,12:30-12:50,85.09433333333345
2025-06-16,6,89,89,14:40-14:50,27.04534999999987
2025-06-16,7,102,102,16:50-17:00,6.358916666666649
2025-06-16,8,108,108,17:50-18:00,17.111700000000003
2025-06-16,9,114,114,18:50-19:00,0.16579999999999995
2025-06-17,1,25,29,4:00-4:50,3.9099499999999994
2025-06-17,2,31,35,5:00-5:50,504.87185
2025-06-17,3,37,72,6:00-12:00,4967.267783333333
2025-06-17,4,81,82,13:20-13:40,29.517500000000076
2025-06-17,5,87,89,14:20-14:50,66.32419999999986
2025-06-17,6,96,96,15:50-16:00,55.947716666666715
2025-06-17,7,102,102,16:50-17:00,8.433416666666668
2025-06-18,1,25,56,4:00-9:20,3233.3214666666663
2025-06-18,2,59,66,9:40-11:00,691.7459000000001
2025-06-18,3,102,102,16:50-17:00,7.402416666666643
2025-06-18,4,114,114,18:50-19:00,0.17684999999999995
2025-06-19,1,25,29,4:00-4:50,5.345266666666667
2025-06-19,2,31,35,5:00-5:50,432.43903333333327
2025-06-19,3,37,41,6:00-6:50,666.7292500000002
2025-06-19,4,43,45,7:00-7:30,181.30898333333334
2025-06-19,5,49,51,8:00-8:30,79.61083333333332
2025-06-19,6,55,56,9:00-9:20,105.15099999999998
2025-06-19,7,61,61,10:00-10:10,7.829349999999977
2025-06-19,8,69,78,11:20-13:00,539.9831666666669
2025-06-19,9,83,90,13:40-15:00,732.0887666666672
2025-06-19,10,95,96,15:40-16:00,92.46521666666663
2025-06-19,11,101,102,16:40-17:00,52.89448333333325
2025-06-19,12,107,108,17:40-18:00,48.99386666666669
2025-06-19,13,114,114,18:50-19:00,0.11686666666666667
2025-06-20,1,25,29,4:00-4:50,5.963833333333333
2025-06-20,2,31,35,5:00-5:50,468.6015
2025-06-20,3,37,41,6:00-6:50,517.8754166666666
2025-06-20,4,43,43,7:00-7:10,39.57665
2025-06-20,5,63,63,10:20-10:30,18.3258833333385
2025-06-20,6,81,84,13:20-14:00,62.088266666666335
2025-06-20,7,88,90,14:30-15:00,40.10306666666671
2025-06-21,1,25,29,4:00-4:50,5.2416
2025-06-21,2,31,35,5:00-5:50,362.6615999999999
2025-06-21,3,37,41,6:00-6:50,655.7191500000001
2025-06-21,4,43,44,7:00-7:20,85.20998333333335
2025-06-21,5,71,73,11:40-12:10,172.5012499999998
2025-06-21,6,78,78,12:50-13:00,8.32011666666661
2025-06-21,7,84,90,13:50-15:00,381.17738333333347
2025-06-22,1,25,29,4:00-4:50,7.576649999999999
2025-06-22,2,31,53,5:00-8:50,2898.8451166666664
2025-06-22,3,55,58,9:00-9:40,156.7804333333335
2025-06-22,4,69,70,11:20-11:40,21.886149999999965
2025-06-22,5,72,78,11:50-13:00,287.7531500000003
2025-06-22,6,80,90,13:10-15:00,913.3200333333335
2025-06-22,7,93,96,15:20-16:00,200.95883333333327
2025-06-22,8,102,102,16:50-17:00,43.987500000000026
2025-06-22,9,107,108,17:40-18:00,37.722883333333314
2025-06-23,1,25,29,4:00-4:50,6.092783333333333
2025-06-23,2,31,35,5:00-5:50,415.5919333333334
2025-06-23,3,37,40,6:00-6:40,394.5824833333332
2025-06-23,4,43,47,7:00-7:50,433.59966666666645
2025-06-23,5,49,51,8:00-8:30,104.95909999999988
2025-06-23,6,55,59,9:00-9:50,401.7240999999999
2025-06-23,7,61,62,10:00-10:20,136.76821666666638
2025-06-23,8,67,78,11:00-13:00,1463.26075
2025-06-23,9,83,89,13:40-14:50,252.1247166666665
2025-06-23,10,95,96,15:40-16:00,64.49613333333323
2025-06-24,1,25,57,4:00-9:30,2732.049983333333
2025-06-24,2,60,66,9:50-11:00,859.7126333333329
2025-06-25,1,25,29,4:00-4:50,5.078383333333334
2025-06-25,2,31,35,5:00-5:50,448.1228499999999
2025-06-25,3,37,41,6:00-6:50,547.8473666666667
2025-06-25,4,43,46,7:00-7:40,405.3728333333332
2025-06-25,5,49,51,8:00-8:30,137.88491666666656
2025-06-25,6,61,61,10:00-10:10,27.95061666666667
2025-06-25,7,65,90,10:40-15:00,2282.688466666666
2025-06-25,8,94,96,15:30-16:00,245.6133333333332
2025-06-25,9,101,102,16:40-17:00,67.37948333333337
2025-06-25,10,108,108,17:50-18:00,11.712016666666688
2025-06-26,1,25,29,4:00-4:50,4.349033333333334
2025-06-26,2,31,35,5:00-5:50,371.59824999999995
2025-06-26,3,37,41,6:00-6:50,381.59205000000003
2025-06-26,4,43,46,7:00-7:40,289.5799166666666
2025-06-26,5,49,51,8:00-8:30,29.58045000000023
2025-06-26,6,55,57,9:00-9:30,184.83190000000027
2025-06-26,7,61,90,10:00-15:00,3675.5396500000006
2025-06-26,8,96,96,15:50-16:00,30.324449999999917
2025-06-27,1,25,29,4:00-4:50,2.9961999999999995
2025-06-27,2,31,35,5:00-5:50,353.2375833333333
2025-06-27,3,37,40,6:00-6:40,379.3097666666667
2025-06-27,4,43,44,7:00-7:20,106.75279999999998
2025-06-27,5,68,72,11:10-12:00,654.3518000000001
2025-06-27,6,114,114,18:50-19:00,0.038833333333333275
2025-06-28,1,25,27,4:00-4:30,2.068033333333333
2025-06-28,2,29,47,4:40-7:50,1444.9525333333333
2025-06-28,3,69,72,11:20-12:00,426.9798333333276
2025-06-28,4,77,78,12:40-13:00,6.822083333333467
2025-06-28,5,83,84,13:40-14:00,126.26476666666667
2025-06-28,6,90,90,14:50-15:00,33.61686666666658
2025-06-29,1,25,27,4:00-4:30,1.24825
2025-06-29,2,29,29,4:40-4:50,0.43343333333333334
2025-06-29,3,31,35,5:00-5:50,389.70140000000004
2025-06-29,4,37,40,6:00-6:40,357.25178333333326
2025-06-29,5,43,45,7:00-7:30,164.11676666666676
2025-06-29,6,49,53,8:00-8:50,372.47559999999976
2025-06-29,7,55,59,9:00-9:50,553.6169499999997
2025-06-29,8,61,63,10:00-10:30,300.91621666666634
2025-06-29,9,65,66,10:40-11:00,13.183683333333343
2025-06-29,10,68,90,11:10-15:00,4020.95565
2025-06-29,11,93,96,15:20-16:00,353.7202833333332
2025-06-29,12,100,102,16:30-17:00,86.24704999999993
2025-06-29,13,107,108,17:40-18:00,59.045216666666676
2025-06-29,14,114,114,18:50-19:00,0.01391666666666665
2025-06-30,1,25,27,4:00-4:30,0.6090666666666666
2025-06-30,2,29,47,4:40-7:50,1631.6847
2025-06-30,3,49,56,8:00-9:20,579.0951999999996
2025-06-30,4,60,66,9:50-11:00,1494.5297166666671
2025-06-30,5,72,78,11:50-13:00,451.6656666666664
2025-06-30,6,89,89,14:40-14:50,5.597050000000005
2025-06-30,7,102,102,16:50-17:00,3.6352333333333413
2025-06-30,8,108,108,17:50-18:00,13.574416666666668
2025-06-30,9,114,114,18:50-19:00,0.06066666666666668
2025-07-01,1,26,27,4:10-4:30,0.026099999999999998
2025-07-01,2,29,47,4:40-7:50,1889.4066999999998
2025-07-01,3,49,55,8:00-9:10,684.7478666666664
2025-07-01,4,61,65,10:00-10:50,296.5799666666666
2025-07-01,5,67,78,11:00-13:00,2322.2451333333333
2025-07-01,6,84,84,13:50-14:00,23.26975000000008
2025-07-01,7,87,90,14:20-15:00,448.8470666666668
2025-07-01,8,92,96,15:10-16:00,111.25653333333335
2025-07-01,9,108,108,17:50-18:00,2.528416666666658
2025-07-01,10,114,114,18:50-19:00,0.0013833333333333336
2025-07-02,1,31,35,5:00-5:50,553.7533333333333
2025-07-02,2,37,41,6:00-6:50,515.9582666666665
2025-07-02,3,43,47,7:00-7:50,638.2760666666666
2025-07-02,4,49,53,8:00-8:50,490.2036833333333
2025-07-02,5,55,58,9:00-9:40,419.3368000000003
2025-07-02,6,61,66,10:00-11:00,958.185916666666
2025-07-02,7,68,84,11:10-14:00,1436.5674666666655
2025-07-03,1,31,35,5:00-5:50,514.5555999999999
2025-07-03,2,37,41,6:00-6:50,416.1743999999997
2025-07-03,3,43,45,7:00-7:30,117.91641666666669
2025-07-03,4,49,51,8:00-8:30,244.84323333333316
2025-07-03,5,55,66,9:00-11:00,1295.105783333333
2025-07-03,6,73,78,12:00-13:00,960.6292833333333
2025-07-03,7,84,84,13:50-14:00,49.15261666666659
2025-07-03,8,102,102,16:50-17:00,19.444349999999986
2025-07-04,1,31,35,5:00-5:50,581.1540333333334
2025-07-04,2,37,41,6:00-6:50,485.6501166666665
2025-07-04,3,43,44,7:00-7:20,215.59149999999983
2025-07-04,4,72,72,11:50-12:00,126.27951666668771
2025-07-04,5,77,84,12:40-14:00,1137.5970333333335
2025-07-04,6,88,90,14:30-15:00,203.02778333333345
2025-07-04,7,94,96,15:30-16:00,171.38955
2025-07-04,8,101,102,16:40-17:00,30.687066666666773
2025-07-05,1,31,35,5:00-5:50,430.0815999999999
2025-07-05,2,37,41,6:00-6:50,582.4126666666667
2025-07-05,3,43,45,7:00-7:30,263.19338333333326
2025-07-05,4,72,84,11:50-14:00,1206.216516666656
2025-07-05,5,88,90,14:30-15:00,232.4687500000001
2025-07-05,6,95,96,15:40-16:00,72.22131666666655
2025-07-05,7,102,102,16:50-17:00,24.532050000000027
2025-07-06,1,31,35,5:00-5:50,487.14369999999997
2025-07-06,2,37,72,6:00-12:00,7317.034616666666
2025-07-06,3,75,78,12:20-13:00,135.1660500000001
2025-07-06,4,89,90,14:40-15:00,6.582583333333331
2025-07-06,5,96,96,15:50-16:00,44.71959999999997
2025-07-06,6,100,102,16:30-17:00,142.73641666666663
2025-07-06,7,108,108,17:50-18:00,38.67499999999999
